truth_player_id,truth_player_name,truth_team_name,truth_team_id,truth_team_norm,truth_player_norm,tm_player_id,tm_player_name,tm_team_name,match_score,match_rule,status
30310,Fehmi Mert Günok,Turkey,3381,turkey,fehmi mert gunok,51894,Mert Günok,Turkiye,1.000,exact,matched
21261,Jonas Older Wind,Denmark,3436,denmark,jonas older wind,391004,Jonas Wind,Denmark,1.000,exact,matched
32030,Nedim Bajrami,Albania,3561,albania,nedim bajrami,390177,Nedim Bajrami,Albania,1.000,exact,matched
23558,Merih Demiral,Turkey,3381,turkey,merih demiral,340879,Merih Demiral,Turkiye,1.000,exact,matched
23256,Pedro Lomba Neto,Portugal,3300,portugal,pedro lomba neto,487465,Pedro Neto,Portugal,1.000,exact,matched
38909,Nicolò Fagioli,Italy,3376,italy,nicolo fagioli,432090,Nicolò Fagioli,Italy,1.000,exact,matched
6685,Mikel Oyarzabal Ugarte,Spain,3375,spain,mikel oyarzabal ugarte,351478,Mikel Oyarzabal,Spain,1.000,exact,matched
3620,Scott McTominay,Scotland,3380,scotland,scott mctominay,315969,Scott McTominay,Scotland,1.000,exact,matched
16028,José Diogo Dalot Teixeira,Portugal,3300,portugal,jose diogo dalot teixeira,357147,Diogo Dalot,Portugal,1.000,exact,matched
16559,Leandro Trossard,Belgium,3382,belgium,leandro trossard,144028,Leandro Trossard,Belgium,1.000,exact,matched
39490,Luka Sučić,Croatia,3556,croatia,luka sucic,502722,Luka Sucic,Croatia,1.000,exact,matched
34904,Róbert Boženík,Slovakia,3503,slovakia,robert bozenik,454576,Róbert Boženík,Slovakia,1.000,exact,matched
60343,Victor Bernth Kristansen,Denmark,3436,denmark,victor bernth kristansen,564529,Victor Kristiansen,Denmark,1.000,exact,matched
114832,Zeno Debast,Belgium,3382,belgium,zeno debast,548193,Zeno Debast,Belgium,1.000,exact,matched
28565,Ianis Hagi,Romania,3447,romania,ianis hagi,282076,Ianis Hagi,Romania,1.000,exact,matched
31089,Jan Mlakar,Slovenia,3588,slovenia,jan mlakar,309180,Jan Mlakar,Slovenia,1.000,exact,matched
4626,Jan Bednarek,Poland,3442,poland,jan bednarek,243028,Jan Bednarek,Poland,1.000,exact,matched
12034,David Raum,Germany,3262,germany,david raum,318204,David Raum,Germany,1.000,exact,matched
6378,Jan Oblak,Slovenia,3588,slovenia,jan oblak,121483,Jan Oblak,Slovenia,1.000,exact,matched
22379,Angus Gunn,Scotland,3380,scotland,angus gunn,201574,Angus Gunn,Scotland,1.000,exact,matched
7036,Gianluigi Donnarumma,Italy,3376,italy,gianluigi donnarumma,315858,Gianluigi Donnarumma,Italy,1.000,exact,matched
10336,Alejandro Grimaldo García,Spain,3375,spain,alejandro grimaldo garcia,193082,Alejandro Grimaldo,Spain,1.000,exact,matched
3831,Dušan Tadić,Serbia,3438,serbia,dusan tadic,36139,Dušan Tadić,Serbia,1.000,exact,matched
39461,Cole Palmer,England,3299,england,cole palmer,568177,Cole Palmer,England,1.000,exact,matched
3815,Kasper Schmeichel,Denmark,3436,denmark,kasper schmeichel,16911,Kasper Schmeichel,Denmark,1.000,exact,matched
40920,Márton Dárdai,Hungary,3468,hungary,marton dardai,432281,Márton Dárdai,Hungary,1.000,exact,matched
144127,Volodymyr Brazhko,Ukraine,3699,ukraine,volodymyr brazhko,669306,Volodymyr Brazhko,Ukraine,1.000,exact,matched
30926,Davide Frattesi,Italy,3376,italy,davide frattesi,394300,Davide Frattesi,Italy,1.000,exact,matched
39545,Alexander Prass,Austria,3383,austria,alexander prass,434116,Alexander Prass,Austria,1.000,exact,matched
89635,Milos Kerkez,Hungary,3468,hungary,milos kerkez,730861,Milos Kerkez,Hungary,1.000,exact,matched
12921,Barnabás Varga,Hungary,3468,hungary,barnabas varga,328573,Barnabás Varga,Hungary,1.000,exact,matched
12041,João Félix Sequeira,Portugal,3300,portugal,joao felix sequeira,462250,João Félix,Portugal,1.000,exact,matched
33680,Kacper Urbanski,Poland,3442,poland,kacper urbanski,699442,Kacper Urbański,Poland,1.000,exact,matched
8784,Romano Schmid,Austria,3383,austria,romano schmid,346853,Romano Schmid,Austria,1.000,exact,matched
15582,Donyell Malen,Netherlands,3379,netherlands,donyell malen,326029,Donyell Malen,Netherlands,1.000,exact,matched
45863,Oleksandr Tymchyk,Ukraine,3699,ukraine,oleksandr tymchyk,287792,Oleksandr Tymchyk,Ukraine,1.000,exact,matched
15731,Predrag Rajković,Serbia,3438,serbia,predrag rajkovic,190263,Predrag Rajković,Serbia,1.000,exact,matched
46789,Bendegúz Bolla,Hungary,3468,hungary,bendeguz bolla,439351,Bendegúz Bolla,Hungary,1.000,exact,matched
81330,Robin Hranáč,Czech Republic,3445,czech republic,robin hranac,620217,Robin Hranac,Czechia,1.000,exact,matched
5589,Sergej Milinković-Savić,Serbia,3438,serbia,sergej milinkovic savic,266302,Sergej Milinković-Savić,Serbia,1.000,exact,matched
22097,Randal Kolo Muani,France,3377,france,randal kolo muani,487969,Randal Kolo Muani,France,1.000,exact,matched
10540,Kieran Tierney,Scotland,3380,scotland,kieran tierney,300716,Kieran Tierney,Scotland,1.000,exact,matched
9085,Salih Özcan,Turkey,3381,turkey,salih ozcan,244940,Salih Özcan,Turkiye,1.000,exact,matched
134272,David Jurásek,Czech Republic,3445,czech republic,david jurasek,500054,David Jurásek,Czechia,1.000,exact,matched
33297,Patrick Wimmer,Austria,3383,austria,patrick wimmer,533295,Patrick Wimmer,Austria,1.000,exact,matched
9466,Che Adams,Scotland,3380,scotland,che adams,346779,Ché Adams,Scotland,1.000,exact,matched
3382,Luke Shaw,England,3299,england,luke shaw,183288,Luke Shaw,England,1.000,exact,matched
10002,Scott McKenna,Scotland,3380,scotland,scott mckenna,255906,Scott McKenna,Scotland,1.000,exact,matched
8524,Péter Gulácsi,Hungary,3468,hungary,peter gulacsi,57071,Péter Gulácsi,Hungary,1.000,exact,matched
6821,Jesús Navas González,Spain,3375,spain,jesus navas gonzalez,15956,Jesús Navas,Spain,1.000,exact,matched
24118,Nico Schlotterbeck,Germany,3262,germany,nico schlotterbeck,388198,Nico Schlotterbeck,Germany,1.000,exact,matched
35653,Tomáš Suslov,Slovakia,3503,slovakia,tomas suslov,540333,Tomas Suslov,Slovakia,1.000,exact,matched
13621,Danilo Luís Hélio Pereira,Portugal,3300,portugal,danilo luis helio pereira,141050,Danilo Pereira,Portugal,1.000,exact,matched
41186,Jasir Asani,Albania,3561,albania,jasir asani,288597,Jasir Asani,Albania,1.000,exact,matched
3493,Emre Can,Germany,3262,germany,emre can,119296,Emre Can,Germany,1.000,exact,matched
10992,Gianluca Scamacca,Italy,3376,italy,gianluca scamacca,315867,Gianluca Scamacca,Italy,1.000,exact,matched
30739,Paweł Dawidowicz,Poland,3442,poland,pawel dawidowicz,248732,Paweł Dawidowicz,Poland,1.000,exact,matched
16531,Dominik Livaković,Croatia,3556,croatia,dominik livakovic,205927,Dominik Livakovic,Croatia,1.000,exact,matched
22242,Heorhii Tsitaishvili,Georgia,3669,georgia,heorhii tsitaishvili,419067,Giorgi Tsitaishvili,Georgia,1.000,exact,matched
9974,John McGinn,Scotland,3380,scotland,john mcginn,193116,John McGinn,Scotland,1.000,exact,matched
22352,Lutsharel Geertruida,Netherlands,3379,netherlands,lutsharel geertruida,420210,Lutsharel Geertruida,Netherlands,1.000,exact,matched
7789,Thomas Strakosha,Albania,3561,albania,thomas strakosha,222209,Thomas Strakosha,Albania,1.000,exact,matched
11268,Attila Fiola,Hungary,3468,hungary,attila fiola,108669,Attila Fiola,Hungary,1.000,exact,matched
7531,Qazim Laçi,Albania,3561,albania,qazim laci,290552,Qazim Laci,Albania,1.000,exact,matched
5474,Ivan Perišić,Croatia,3556,croatia,ivan perisic,42460,Ivan Perišić,Croatia,1.000,exact,matched
8950,Orel Mangala,Belgium,3382,belgium,orel mangala,289592,Orel Mangala,Belgium,1.000,exact,matched
7162,Ádám Nagy,Hungary,3468,hungary,adam nagy,368559,Ádám Nagy,Hungary,1.000,exact,matched
8778,Gernot Trauner,Austria,3383,austria,gernot trauner,59145,Gernot Trauner,Austria,1.000,exact,matched
29399,Conor Gallagher,England,3299,england,conor gallagher,488362,Conor Gallagher,England,1.000,exact,matched
6748,Ferrán Torres García,Spain,3375,spain,ferran torres garcia,398184,Ferran Torres,Spain,1.000,exact,matched
43976,David Strelec,Slovakia,3503,slovakia,david strelec,482836,David Strelec,Slovakia,1.000,exact,matched
39483,Mykhailo Mudryk,Ukraine,3699,ukraine,mykhailo mudryk,537860,Mykhaylo Mudryk,Ukraine,0.933,fuzzy,matched
23987,Rey Manaj,Albania,3561,albania,rey manaj,308278,Rey Manaj,Albania,1.000,exact,matched
8546,Niclas Füllkrug,Germany,3262,germany,niclas fullkrug,75489,Niclas Füllkrug,Germany,1.000,exact,matched
7044,Patrik Schick,Czech Republic,3445,czech republic,patrik schick,242086,Patrik Schick,Czechia,1.000,exact,matched
44183,Zuriko Davitashvili,Georgia,3669,georgia,zuriko davitashvili,427572,Zuriko Davitashvili,Georgia,1.000,exact,matched
25079,Artem Dovbyk,Ukraine,3699,ukraine,artem dovbyk,343537,Artem Dovbyk,Ukraine,1.000,exact,matched
18015,Dušan Vlahović,Serbia,3438,serbia,dusan vlahovic,357498,Dušan Vlahović,Serbia,1.000,exact,matched
49689,Muhammed Kerem Aktürkoğlu,Turkey,3381,turkey,muhammed kerem akturkoglu,382528,Kerem Aktürkoğlu,Turkiye,1.000,exact,matched
11335,Otar Kiteishvili,Georgia,3669,georgia,otar kiteishvili,352596,Otar Kiteishvili,Georgia,1.000,exact,matched
7004,Gianluca Mancini,Italy,3376,italy,gianluca mancini,256448,Gianluca Mancini,Italy,1.000,exact,matched
7829,Wout Weghorst,Netherlands,3379,netherlands,wout weghorst,228645,Wout Weghorst,Netherlands,1.000,exact,matched
16005,Solomon Kverkvelia,Georgia,3669,georgia,solomon kverkvelia,157391,Solomon Kvirkvelia,Georgia,0.944,fuzzy,matched
6374,Nélson Cabral Semedo,Portugal,3300,portugal,nelson cabral semedo,231572,Nélson Semedo,Portugal,1.000,exact,matched
7993,Filip Mladenović,Serbia,3438,serbia,filip mladenovic,168063,Filip Mladenovic,Serbia,1.000,exact,matched
37330,Anatolii Trubin,Ukraine,3699,ukraine,anatolii trubin,537844,Anatoliy Trubin,Ukraine,0.933,fuzzy,matched
28040,Jindřich Staněk,Czech Republic,3445,czech republic,jindrich stanek,242089,Jindrich Stanek,Czechia,1.000,exact,matched
29163,Josip Juranović,Croatia,3556,croatia,josip juranovic,362977,Josip Juranovic,Croatia,1.000,exact,matched
7031,Elseid Hysaj,Albania,3561,albania,elseid hysaj,200056,Elseid Hysaj,Albania,1.000,exact,matched
4664,Sebastian Szymański,Poland,3442,poland,sebastian szymanski,320748,Sebastian Szymański,Poland,1.000,exact,matched
5668,Robert Lewandowski,Poland,3442,poland,robert lewandowski,38253,Robert Lewandowski,Poland,1.000,exact,matched
5669,Wojciech Szczęsny,Poland,3442,poland,wojciech szczesny,44058,Wojciech Szczęsny,Poland,1.000,exact,matched
3822,Ezri Konsa Ngoyo,England,3299,england,ezri konsa ngoyo,413403,Ezri Konsa,England,1.000,exact,matched
46376,Attila Szalai,Hungary,3468,hungary,attila szalai,263380,Attila Szalai,Hungary,1.000,exact,matched
48178,Luka Lochoshvili,Georgia,3669,georgia,luka lochoshvili,345189,Luka Lochoshvili,Georgia,1.000,exact,matched
39420,Bradley Barcola,France,3377,france,bradley barcola,708265,Bradley Barcola,France,1.000,exact,matched
23649,Roman Yaremchuk,Ukraine,3699,ukraine,roman yaremchuk,221958,Roman Yaremchuk,Ukraine,1.000,exact,matched
72512,Valentin Mihai Mihăilă,Romania,3447,romania,valentin mihai mihaila,535469,Valentin Mihăilă,Romania,0.940,token_subset,matched
8830,Andriy Yarmolenko,Ukraine,3699,ukraine,andriy yarmolenko,69015,Andriy Yarmolenko,Ukraine,1.000,exact,matched
8654,Ante Budimir,Croatia,3556,croatia,ante budimir,46413,Ante Budimir,Croatia,1.000,exact,matched
9929,Diogo José Teixeira da Silva,Portugal,3300,portugal,diogo jose teixeira da silva,340950,Diogo Jota,Portugal,1.000,exact,matched
8309,Michael Gregoritsch,Austria,3383,austria,michael gregoritsch,120205,Michael Gregoritsch,Austria,1.000,exact,matched
17042,Andreas Skov Olsen,Denmark,3436,denmark,andreas skov olsen,432982,Andreas Skov Olsen,Denmark,1.000,exact,matched
10349,Mehmet Zeki Çelik,Turkey,3381,turkey,mehmet zeki celik,251075,Zeki Çelik,Turkiye,1.000,exact,matched
11603,Mario Pašalić,Croatia,3556,croatia,mario pasalic,205938,Mario Pašalić,Croatia,1.000,exact,matched
15859,Bartosz Slisz,Poland,3442,poland,bartosz slisz,382429,Bartosz Slisz,Poland,1.000,exact,matched
31093,Mateo Retegui,Italy,3376,italy,mateo retegui,554903,Mateo Retegui,Italy,1.000,exact,matched
9000,Eberechi Eze,England,3299,england,eberechi eze,479999,Eberechi Eze,England,1.000,exact,matched
8792,Mattia Zaccagni,Italy,3376,italy,mattia zaccagni,283735,Mattia Zaccagni,Italy,1.000,exact,matched
7663,Adam Buksa,Poland,3442,poland,adam buksa,267160,Adam Buksa,Poland,1.000,exact,matched
12510,Ryan Christie,Scotland,3380,scotland,ryan christie,188077,Ryan Christie,Scotland,1.000,exact,matched
49007,Kwadwo Duah,Switzerland,3384,switzerland,kwadwo duah,254955,Kwadwo Duah,Switzerland,1.000,exact,matched
32985,Mojmír Chytil,Czech Republic,3445,czech republic,mojmir chytil,405855,Mojmír Chytil,Czechia,1.000,exact,matched
398886,Giorgi Gvelesiani,Georgia,3669,georgia,giorgi gvelesiani,156662,Giorgi Gvelesiani,Georgia,1.000,exact,matched
34599,Florinel Teodor Coman,Romania,3447,romania,florinel teodor coman,340982,Florinel Coman,Romania,1.000,exact,matched
28239,Adam Hložek,Czech Republic,3445,czech republic,adam hlozek,552057,Adam Hlozek,Czechia,1.000,exact,matched
32712,Jeremie Frimpong,Netherlands,3379,netherlands,jeremie frimpong,484547,Jeremie Frimpong,Netherlands,1.000,exact,matched
30940,Jure Balkovec,Slovenia,3588,slovenia,jure balkovec,181410,Jure Balkovec,Slovenia,1.000,exact,matched
29531,Taulant Sulejmanov,Albania,3561,albania,taulant sulejmanov,254985,Taulant Seferi,Albania,1.000,exact,matched
31887,Endre Botka,Hungary,3468,hungary,endre botka,148810,Endre Botka,Hungary,1.000,exact,matched
36885,Armando Broja,Albania,3561,albania,armando broja,571743,Armando Broja,Albania,1.000,exact,matched
6319,Luka Jović,Serbia,3438,serbia,luka jovic,257462,Luka Jović,Serbia,1.000,exact,matched
4127,David Raya Martin,Spain,3375,spain,david raya martin,262749,David Raya,Spain,1.000,exact,matched
7693,Bruno Petković,Croatia,3556,croatia,bruno petkovic,256358,Bruno Petkovic,Croatia,1.000,exact,matched
8836,Karol Świderski,Poland,3442,poland,karol swiderski,330126,Karol Świderski,Poland,1.000,exact,matched
30442,Altay Bayındır,Turkey,3381,turkey,altay bayindir,336077,Altay Bayındır,Turkiye,1.000,exact,matched
11416,Jon Gorenc Stankovič,Slovenia,3588,slovenia,jon gorenc stankovic,245034,Jon Gorenc Stankovic,Slovenia,1.000,exact,matched
29484,Jan Kuchta,Czech Republic,3445,czech republic,jan kuchta,334802,Jan Kuchta,Czechia,1.000,exact,matched
11508,Łukasz Skorupski,Poland,3442,poland,ukasz skorupski,80894,Lukasz Skorupski,Poland,1.000,exact,matched
21390,Andriy Lunin,Ukraine,3699,ukraine,andriy lunin,404839,Andriy Lunin,Ukraine,1.000,exact,matched
